entropy,gray level threshold,no of black pixels,no of interior contours,no of exterior contours,no vertical slope components,no horizontal slope components,no positive slope components,no negative slope components,slant,height,class
1.018348,25,1935,29,6,0.015829,0.011843,0.011936,0.039608,0.104795,83,1
0.870784,22,2844,25,9,0.023774,0.01614,0.007677,0.032238,0.048068,81,1
0.931314,22,4800,24,8,0.03036,0.00425,0.00879,0.017321,0.009758,134,1
1.321455,4,1107,22,4,0.028177,0.044966,0.060815,0.077604,0.28278,112,1
0.762271,0,5970,19,3,0.041472,0.05094,0.063557,0.073026,0.281553,132,1
0.697234,1,2859,19,5,0.024995,0.036106,0.065664,0.076775,0.267886,91,1
0.573116,2,4653,19,7,0.028419,0.031264,0.084399,0.087243,0.319127,128,1
0.903137,0,4416,16,7,0.012384,0.025002,0.057193,0.069811,0.263569,126,1
0.847238,23,4695,26,4,0.034674,0.015771,0.003537,0.053981,0.117679,120,1
0.843405,0,3330,26,8,0.012575,0.038701,0.04609,0.072217,0.240256,94,1
1.095054,8,429,22,0,0.056596,0.044236,0.014885,0.027245,0.06629,93,1
1.283852,16,3738,19,6,0.07667,0.050274,0.021821,0.048217,0.123996,85,1
0.969644,13,750,19,6,0.097992,0.062027,0.013913,0.049877,0.105387,132,1
1.081807,10,2235,21,2,0.073055,0.052134,0.01544,0.036361,0.086059,117,1
1.474811,13,1149,19,0,0.050828,0.032634,0.012013,0.030207,0.077364,85,1
1.09286,17,1095,21,6,0.040911,0.023735,0.027402,0.044577,0.131491,86,1
0.96276,1,3660,1,2,0.04182,0.042312,0.082185,0.082677,0.310159,103,1
0.980894,17,4494,6,0,0.033134,0.026846,0.035888,0.042176,0.100023,93,1
1.050014,16,5511,2,1,0.012621,0.004254,0.036206,0.044572,0.126196,96,1
0.857963,2,3651,3,2,0.033747,0.031937,0.090751,0.088942,0.322449,127,1
0.543968,31,10365,6,0,0.034168,0.006991,0.031073,0.05825,0.14655,97,1
0.732441,26,5703,4,1,0.01928,0.005827,0.021651,0.046758,0.118003,127,1
0.475258,35,8322,4,3,0.016591,0.043772,0.028565,0.055747,0.161617,90,1
0.790406,27,6240,7,1,0.004577,0.018523,0.04754,0.07064,0.215182,157,1
0.835396,28,4815,11,1,0.006302,0.006134,0.0287,0.041136,0.116224,86,1
0.687832,25,5724,7,4,0.014247,0.010431,0.009087,0.033766,0.059497,84,1
0.748362,25,7680,6,3,0.020833,0.009959,0.007974,0.018849,0.021187,137,1
1.138503,1,3987,4,1,0.037704,0.039257,0.077579,0.079132,0.294209,115,1
0.579319,3,8850,1,2,0.050999,0.045231,0.080321,0.074554,0.292982,135,1
0.514282,2,5739,1,0,0.034522,0.030397,0.082428,0.078303,0.279315,94,1
0.390164,1,7533,1,2,0.037946,0.025555,0.101163,0.088771,0.330556,131,1
0.720185,3,7296,2,2,0.021911,0.019293,0.073957,0.071339,0.274998,129,1
0.664286,26,7575,8,1,0.025147,0.010062,0.020301,0.055509,0.129108,123,1
0.660453,3,6210,8,3,0.022102,0.032992,0.062854,0.073745,0.251685,97,1
0.912102,11,2451,4,5,0.047069,0.049945,0.031649,0.028773,0.077719,96,1
1.1009,19,6618,1,1,0.067143,0.055983,0.038585,0.049745,0.135425,88,1
0.786692,16,2130,1,1,0.088465,0.067736,0.030677,0.051405,0.116816,135,1
0.898855,13,5115,3,3,0.063528,0.057843,0.032204,0.037889,0.097488,120,1
1.291859,16,4029,1,5,0.041301,0.038343,0.028777,0.031735,0.088793,88,1
0.909908,20,3975,3,1,0.031384,0.029444,0.044166,0.046105,0.14292,89,1
0.913708,15,2220,1,13,0.026943,0.040031,0.076893,0.089981,0.343657,103,1
0.931842,33,3054,6,11,0.048011,0.029127,0.030596,0.04948,0.133521,93,1
1.000962,32,4071,2,12,0.027498,0.006535,0.030914,0.051876,0.159694,96,1
0.808911,18,2211,3,9,0.01887,0.029656,0.085459,0.096246,0.355947,127,1
0.494916,47,8925,6,11,0.049045,0.009272,0.025781,0.065554,0.180048,97,1
0.683389,42,4263,4,10,0.034157,0.003546,0.016359,0.054062,0.151501,127,1
0.426206,51,6882,4,8,0.001714,0.041491,0.023273,0.063051,0.195115,90,1
0.741354,43,4800,7,12,0.019454,0.016242,0.042248,0.077944,0.24868,157,1
0.786344,44,3375,11,12,0.021179,0.003853,0.023408,0.04844,0.149722,86,1
0.63878,41,4284,7,15,0.029124,0.00815,0.003795,0.04107,0.092995,84,1
0.69931,41,6240,6,14,0.03571,0.01224,0.002682,0.026153,0.054685,137,1
1.089451,15,2547,4,10,0.022827,0.036976,0.072287,0.086436,0.327707,115,1
0.530267,19,7410,1,9,0.036122,0.04295,0.075029,0.081858,0.32648,135,1
0.46523,18,4299,1,11,0.019645,0.028116,0.077136,0.085607,0.312813,94,1
0.341112,17,6093,1,13,0.023069,0.023274,0.095871,0.096075,0.364054,131,1
0.671133,19,5856,2,13,0.007034,0.017012,0.068665,0.078643,0.308496,129,1
0.615234,42,6135,8,10,0.040024,0.007781,0.015009,0.062813,0.162606,123,1
0.611401,19,4770,8,14,0.007225,0.030711,0.057562,0.081049,0.285183,97,1
0.86305,27,1011,4,6,0.061946,0.052226,0.026357,0.036077,0.111217,96,1
1.051848,35,5178,1,12,0.08202,0.058264,0.033293,0.057049,0.168923,88,1
0.73764,32,690,1,12,0.103342,0.070017,0.025385,0.058709,0.150314,135,1
0.849803,29,3675,3,8,0.078405,0.060124,0.026912,0.045193,0.130986,120,1
1.242807,32,2589,1,6,0.056178,0.040624,0.023485,0.039039,0.122291,88,1
0.860856,36,2535,3,12,0.046261,0.031725,0.038874,0.053409,0.176418,89,1
0.936371,60,48453,5265,1224,0.053288,0.066996,0.020929,0.141213,0.334678,46,1
0.954505,42,47619,5270,1222,0.128242,0.002162,0.025368,0.100712,0.124542,56,1
1.023625,43,46602,5266,1223,0.107729,0.02043,0.02505,0.103108,0.150715,53,1
0.831574,57,48462,5267,1220,0.061361,0.056621,0.029495,0.147478,0.346968,22,1
0.517579,28,41748,5270,1222,0.129276,0.017693,0.030183,0.116786,0.171069,52,1
0.706052,33,46410,5268,1221,0.114388,0.030511,0.039605,0.105294,0.142522,22,1
0.448869,24,43791,5260,1219,0.078517,0.068456,0.032691,0.114283,0.186136,59,1
0.764017,32,45873,5271,1223,0.099685,0.043207,0.013716,0.129176,0.239701,8,1
0.809007,31,47298,5275,1223,0.10141,0.030818,0.032556,0.099672,0.140743,63,1
0.661443,34,46389,5271,1226,0.109355,0.035115,0.052169,0.092302,0.084016,65,1
0.721973,34,44433,5270,1225,0.115941,0.014725,0.053282,0.077385,0.045706,12,1
1.112114,60,48126,5268,1221,0.057404,0.063941,0.016323,0.137668,0.318728,34,1
0.55293,56,43263,5265,1220,0.044109,0.069915,0.019065,0.13309,0.317501,14,1
0.487893,57,46374,5265,1222,0.060586,0.055081,0.021172,0.136839,0.303834,55,1
0.363775,58,44580,5265,1224,0.057162,0.050239,0.039907,0.147307,0.355075,18,1
0.693796,56,44817,5262,1224,0.073197,0.043977,0.012701,0.129875,0.299517,20,1
0.637897,33,44538,5272,1221,0.120255,0.034746,0.040955,0.114045,0.153627,26,1
0.634064,56,45903,5272,1225,0.073006,0.057676,0.001598,0.132281,0.276204,52,1
0.885713,48,49662,5268,1217,0.142177,0.025261,0.029607,0.087309,0.102238,53,1
1.074511,40,45495,5265,1223,0.162251,0.031299,0.022671,0.108281,0.159944,61,1
0.760303,43,49983,5265,1223,0.183573,0.043052,0.030579,0.109941,0.141335,14,1
0.872466,46,46998,5267,1219,0.158636,0.033159,0.029052,0.096425,0.122007,29,1
1.26547,43,48084,5265,1217,0.136409,0.013659,0.032479,0.090271,0.113312,61,1
0.883519,39,48138,5267,1223,0.126492,0.00476,0.01709,0.104641,0.167439,60,1
0.979508,3,3852,10,3,0.066157,0.047761,0.061985,0.043588,0.229752,83,1
0.997642,15,4686,15,1,0.008797,0.021397,0.015688,0.003087,0.019616,73,1
1.066762,14,5703,11,2,0.011716,0.001195,0.016006,0.005483,0.045789,76,1
0.874711,0,3843,12,1,0.058084,0.037386,0.070551,0.049853,0.242042,107,1
0.560716,29,10557,15,1,0.009831,0.001542,0.010873,0.019161,0.066143,77,1
0.749189,24,5895,13,0,0.005057,0.011276,0.001451,0.007669,0.037596,107,1
0.492006,33,8514,5,2,0.040928,0.049221,0.008365,0.016658,0.08121,70,1
0.807154,25,6432,16,2,0.01976,0.023972,0.02734,0.031551,0.134775,137,1
0.852144,26,5007,20,2,0.018035,0.011583,0.0085,0.002047,0.035817,66,1
0.70458,23,5916,16,5,0.01009,0.01588,0.011113,0.005323,0.02091,64,1
0.76511,23,7872,15,4,0.003504,0.00451,0.012226,0.02024,0.05922,117,1
1.155251,3,4179,13,0,0.062041,0.044706,0.057379,0.040043,0.213802,95,1
0.596067,1,9042,10,1,0.075336,0.05068,0.060121,0.035465,0.212575,115,1
0.53103,0,5931,10,1,0.058859,0.035846,0.062228,0.039214,0.198908,74,1
0.406912,1,7725,10,3,0.062283,0.031004,0.080963,0.049682,0.250149,111,1
0.736933,1,7488,7,3,0.046248,0.024742,0.053757,0.03225,0.194591,109,1
0.681034,24,7767,17,0,0.00081,0.015511,0.000101,0.01642,0.048701,103,1
0.677201,1,6402,17,4,0.046439,0.038441,0.042654,0.034656,0.171278,77,1
0.92885,9,2643,13,4,0.022732,0.044496,0.011449,0.010316,0.002688,76,1
1.117648,17,6810,10,2,0.042806,0.050534,0.018385,0.010656,0.055018,68,1
0.80344,14,2322,10,2,0.064128,0.062287,0.010477,0.012316,0.036409,115,1
0.915603,11,5307,12,2,0.039191,0.052394,0.012004,0.0012,0.017081,100,1
1.308607,14,4221,10,4,0.016964,0.032894,0.008577,0.007354,0.008386,68,1
0.926656,18,4167,12,2,0.007047,0.023995,0.023966,0.007016,0.062513,69,1
1.052676,2,2142,10,1,0.050031,0.05543,0.069567,0.074966,0.286543,98,1
1.07081,20,2976,15,1,0.024923,0.013728,0.02327,0.034465,0.076407,88,1
1.13993,19,3993,11,0,0.00441,0.008864,0.023588,0.036861,0.10258,91,1
0.947879,5,2133,12,3,0.041958,0.045055,0.078133,0.081231,0.298833,122,1
0.633884,34,8847,15,1,0.025957,0.006127,0.018455,0.050539,0.122934,92,1
0.822357,29,4185,13,2,0.011069,0.018945,0.009033,0.039047,0.094387,122,1
0.565174,38,6804,5,4,0.024802,0.05689,0.015947,0.048036,0.138001,85,1
0.880322,30,4722,16,0,0.003634,0.031641,0.034922,0.062929,0.191566,152,1
0.925312,31,3297,20,0,0.001909,0.019252,0.016082,0.033425,0.092608,81,1
0.777748,28,4206,16,3,0.006036,0.023549,0.003531,0.026055,0.035881,79,1
0.838278,28,6162,15,2,0.012622,0.003159,0.004644,0.011138,0.002429,132,1
1.228419,2,2469,13,2,0.045915,0.052375,0.064961,0.071421,0.270593,110,1
0.669235,6,7332,10,3,0.05921,0.058349,0.067703,0.066843,0.269366,130,1
0.604198,5,4221,10,1,0.042733,0.043515,0.06981,0.070592,0.255699,89,1
0.48008,4,6015,10,1,0.046157,0.038673,0.088545,0.08106,0.30694,126,1
0.810101,6,5778,7,1,0.030122,0.032411,0.061339,0.063628,0.251382,124,1
0.754202,29,6057,17,2,0.016936,0.02318,0.007683,0.047798,0.105492,118,1
0.750369,6,4692,17,2,0.030313,0.04611,0.050236,0.066034,0.228069,92,1
1.002018,14,933,13,6,0.038858,0.036827,0.019031,0.021062,0.054103,91,1
1.190816,22,5100,10,0,0.058932,0.042865,0.025967,0.042034,0.111809,83,1
0.876608,19,612,10,0,0.080254,0.054618,0.018059,0.043694,0.0932,130,1
0.988771,16,3597,12,4,0.055317,0.044725,0.019586,0.030178,0.073872,115,1
1.381775,19,2511,10,6,0.03309,0.025225,0.016159,0.024024,0.065177,83,1
0.999824,23,2457,12,0,0.023173,0.016326,0.031548,0.038394,0.119304,84,1
1.027953,6,216,11,6,0.026759,0.034604,0.07227,0.080114,0.302102,66,1
1.046087,12,1050,16,4,0.048195,0.034554,0.025973,0.039613,0.091966,56,1
1.115207,11,2067,12,5,0.027682,0.011962,0.026291,0.042009,0.118139,59,1
0.923156,3,207,13,2,0.018686,0.024229,0.080836,0.086379,0.314392,90,1
0.609161,26,6921,16,4,0.049229,0.014699,0.021158,0.055687,0.138493,60,1
0.797634,21,2259,14,3,0.034341,0.001881,0.011736,0.044195,0.109946,90,1
0.540451,30,4878,6,1,0.00153,0.036064,0.01865,0.053184,0.15356,53,1
0.855599,22,2796,17,5,0.019638,0.010815,0.037625,0.068077,0.207125,120,1
0.900589,23,1371,21,5,0.021363,0.001574,0.018785,0.038573,0.108167,49,1
0.753025,20,2280,17,8,0.029308,0.002723,0.000828,0.031203,0.05144,47,1
0.813555,20,4236,16,7,0.035894,0.017667,0.001941,0.016286,0.01313,100,1
1.203696,6,543,14,3,0.022643,0.031549,0.067664,0.076569,0.286152,78,1
0.644512,2,5406,11,2,0.035938,0.037523,0.070406,0.071991,0.284925,98,1
0.579475,3,2295,11,4,0.019461,0.022689,0.072513,0.07574,0.271258,57,1
0.455357,4,4089,11,6,0.022885,0.017847,0.091248,0.086208,0.322499,94,1
0.785378,2,3852,8,6,0.00685,0.011585,0.064042,0.068776,0.266941,92,1
0.729479,21,4131,18,3,0.040208,0.002354,0.010386,0.052946,0.121051,86,1
0.725646,2,2766,18,7,0.007041,0.025284,0.052939,0.071182,0.243628,60,1
0.977295,6,993,14,1,0.06213,0.057653,0.021734,0.02621,0.069662,59,1
1.166093,14,3174,11,5,0.082204,0.063691,0.02867,0.047182,0.127368,51,1
0.851885,11,1314,11,5,0.103526,0.075444,0.020762,0.048842,0.108759,98,1
0.964048,8,1671,13,1,0.078589,0.065551,0.022289,0.035326,0.089431,83,1
1.357052,11,585,11,1,0.056362,0.046051,0.018862,0.029172,0.080736,51,1
0.975101,15,531,13,5,0.046445,0.037152,0.034251,0.043542,0.134863,52,1
1.076338,3,1674,2,0,0.020176,0.036174,0.055832,0.071829,0.282911,32,1
1.094472,15,2508,7,2,0.054778,0.032984,0.009535,0.031328,0.072775,22,1
1.163592,14,3525,3,1,0.034265,0.010392,0.009853,0.033724,0.098948,25,1
0.971541,0,1665,4,4,0.012103,0.025799,0.064398,0.078094,0.295201,56,1
0.657546,29,8379,7,2,0.055812,0.013129,0.00472,0.047402,0.119302,26,1
0.846019,24,3717,5,3,0.040924,0.000311,0.004702,0.03591,0.090755,56,1
0.588836,33,6336,3,5,0.005053,0.037634,0.002212,0.044899,0.134369,19,1
0.903984,25,4254,8,1,0.026221,0.012385,0.021187,0.059792,0.187934,86,1
0.948974,26,2829,12,1,0.027946,0.000004,0.002347,0.030288,0.088976,15,1
0.80141,23,3738,8,2,0.035891,0.004293,0.017266,0.022918,0.032249,13,1
0.86194,23,5694,7,1,0.042477,0.016097,0.018379,0.008001,0.006061,66,1
1.252081,3,2001,5,3,0.01606,0.033119,0.051226,0.068284,0.266961,44,1
0.692897,1,6864,2,4,0.029355,0.039093,0.053968,0.063706,0.265734,64,1
0.62786,0,3753,2,2,0.012878,0.024259,0.056075,0.067455,0.252067,23,1
0.503742,1,5547,2,0,0.016302,0.019417,0.07481,0.077923,0.303308,60,1
0.833763,1,5310,1,0,0.000267,0.013155,0.047604,0.060491,0.24775,58,1
0.777864,24,5589,9,3,0.046791,0.003924,0.006052,0.044661,0.10186,52,1
0.774031,1,4224,9,1,0.000458,0.026854,0.036501,0.062897,0.224437,26,1
1.02568,9,465,5,7,0.068713,0.056083,0.005296,0.017925,0.050471,25,1
1.214478,17,4632,2,1,0.088787,0.062121,0.012232,0.038897,0.108177,17,1
0.90027,14,144,2,1,0.110109,0.073874,0.004324,0.040557,0.089568,64,1
1.012433,11,3129,4,5,0.085172,0.063981,0.005851,0.027041,0.07024,49,1
1.405437,14,2043,2,7,0.062945,0.044481,0.002424,0.020887,0.061545,17,1
1.023486,18,1989,4,1,0.053028,0.035582,0.017813,0.035257,0.115672,18,1
1.132852,6,2103,5,3,0.025727,0.043009,0.05951,0.076791,0.277248,82,1
1.150986,12,2937,10,1,0.049227,0.026149,0.013213,0.03629,0.067112,72,1
1.220106,11,3954,6,2,0.028714,0.003557,0.013531,0.038686,0.093285,75,1
1.028055,3,2094,7,1,0.017654,0.032634,0.068076,0.083056,0.289538,106,1
0.71406,26,8808,10,1,0.050261,0.006294,0.008398,0.052364,0.113639,76,1
0.902533,21,4146,8,0,0.035373,0.006524,0.001024,0.040872,0.085092,106,1
0.64535,30,6765,0,2,0.000498,0.044469,0.00589,0.049861,0.128706,69,1
0.960498,22,4683,11,2,0.02067,0.01922,0.024865,0.064754,0.182271,136,1
1.005488,23,3258,15,2,0.022395,0.006831,0.006025,0.03525,0.083313,65,1
0.857924,20,4167,11,5,0.03034,0.011128,0.013588,0.02788,0.026586,63,1
0.918454,20,6123,10,4,0.036926,0.009262,0.014701,0.012963,0.011724,116,1
1.308595,6,2430,8,0,0.021611,0.039954,0.054904,0.073246,0.261298,94,1
0.749411,2,7293,5,1,0.034906,0.045928,0.057646,0.068668,0.260071,114,1
0.684374,3,4182,5,1,0.018429,0.031094,0.059753,0.072417,0.246404,73,1
0.560256,4,5976,5,3,0.021853,0.026252,0.078488,0.082885,0.297645,110,1
0.890277,2,5739,2,3,0.005818,0.01999,0.051282,0.065453,0.242087,108,1
0.834378,21,6018,12,0,0.04124,0.010759,0.002374,0.049623,0.096197,102,1
0.830545,2,4653,12,4,0.006009,0.033689,0.040179,0.067859,0.218774,76,1
1.082194,6,894,8,4,0.063162,0.049248,0.008974,0.022887,0.044808,75,1
1.270992,14,5061,5,2,0.083236,0.055286,0.01591,0.043859,0.102514,67,1
0.956784,11,573,5,2,0.104558,0.067039,0.008002,0.045519,0.083905,114,1
1.068947,8,3558,7,2,0.079621,0.057146,0.009529,0.032003,0.064577,99,1
1.461951,11,2472,5,4,0.057394,0.037646,0.006102,0.025849,0.055882,67,1
1.08,15,2418,7,2,0.047477,0.028747,0.021491,0.040219,0.110009,68,1
1.080001,1,900,4,6,0.05711,0.044762,0.086708,0.074361,0.324835,91,1
1.098135,17,1734,9,4,0.017844,0.024396,0.040411,0.03386,0.114699,81,1
1.167255,16,2751,5,5,0.002669,0.001804,0.040729,0.036256,0.140872,84,1
0.975204,2,891,6,2,0.049037,0.034387,0.095274,0.080626,0.337125,115,1
0.661209,31,7605,9,4,0.018878,0.004541,0.035596,0.049934,0.161226,85,1
0.849682,26,2943,7,3,0.00399,0.008277,0.026174,0.038442,0.132679,115,1
0.592499,35,5562,1,1,0.031881,0.046222,0.033088,0.047431,0.176293,78,1
0.907647,27,3480,10,5,0.010713,0.020973,0.052063,0.062324,0.229858,145,1
0.952637,28,2055,14,5,0.008988,0.008584,0.033223,0.03282,0.1309,74,1
0.805073,25,2964,10,8,0.001043,0.012881,0.01361,0.02545,0.074173,72,1
0.865603,25,4920,9,7,0.005543,0.007509,0.012497,0.010533,0.035863,125,1
1.255744,1,1227,7,3,0.052994,0.041707,0.082102,0.070816,0.308885,103,1
0.69656,3,6090,4,2,0.066289,0.047681,0.084844,0.066238,0.307658,123,1
0.631523,2,2979,4,4,0.049812,0.032847,0.086951,0.069987,0.293991,82,1
0.507405,1,4773,4,6,0.053236,0.028005,0.105686,0.080455,0.345232,119,1
0.837426,3,4536,1,6,0.037201,0.021743,0.07848,0.063023,0.289674,117,1
0.781527,26,4815,11,3,0.009857,0.012512,0.024824,0.047193,0.143784,111,1
0.777694,3,3450,11,7,0.037392,0.035442,0.067377,0.065429,0.266361,85,1
1.029343,11,309,7,1,0.031779,0.047495,0.036172,0.020457,0.092395,84,1
1.218141,19,3858,4,5,0.051853,0.053533,0.043108,0.041429,0.150101,76,1
0.903933,16,630,4,5,0.073175,0.065286,0.0352,0.043089,0.131492,123,1
1.016096,13,2355,6,1,0.048238,0.055393,0.036727,0.029573,0.112164,108,1
1.4091,16,1269,4,1,0.026011,0.035893,0.0333,0.023419,0.103469,76,1
1.027149,20,1215,6,5,0.016094,0.026994,0.048689,0.037789,0.157596,77,1
1.090511,1,471,2,7,0.021272,0.022352,0.089053,0.090133,0.365143,106,1
1.108645,19,1305,7,5,0.053682,0.046806,0.042756,0.049632,0.155007,96,1
1.177765,18,2322,3,6,0.033169,0.024214,0.043074,0.052028,0.18118,99,1
0.985714,4,462,4,3,0.013199,0.011977,0.097619,0.096398,0.377433,130,1
0.671719,33,7176,7,5,0.054716,0.026951,0.037941,0.065706,0.201534,100,1
0.860192,28,2514,5,4,0.039828,0.014133,0.028519,0.054214,0.172987,130,1
0.603009,37,5133,3,2,0.003957,0.023812,0.035433,0.063203,0.216601,93,1
0.918157,29,3051,8,6,0.025125,0.001437,0.054408,0.078096,0.270166,160,1
0.963147,30,1626,12,6,0.02685,0.013826,0.035568,0.048592,0.171208,89,1
0.815583,27,2535,8,9,0.034795,0.009529,0.015955,0.041222,0.114481,87,1
0.876113,27,4491,7,8,0.041381,0.029919,0.014842,0.026305,0.076171,140,1
1.266254,1,798,5,4,0.017156,0.019297,0.084447,0.086588,0.349193,118,1
0.70707,5,5661,2,3,0.030451,0.025271,0.087189,0.08201,0.347966,138,1
0.642033,4,2550,2,5,0.013974,0.010437,0.089296,0.085759,0.334299,97,1
0.517915,3,4344,2,7,0.017398,0.005595,0.108031,0.096227,0.38554,134,1
0.847936,5,4107,1,7,0.001363,0.000667,0.080825,0.078795,0.329982,132,1
0.792037,28,4386,9,4,0.045695,0.009898,0.027169,0.062965,0.184092,126,1
0.788204,5,3021,9,8,0.001554,0.013032,0.069722,0.081201,0.306669,100,1
1.039853,13,738,5,0,0.067617,0.069905,0.038517,0.036229,0.132703,99,1
1.228651,21,3429,2,6,0.087691,0.075943,0.045453,0.057201,0.190409,91,1
0.914443,18,1059,2,6,0.109013,0.087696,0.037545,0.058861,0.1718,138,1
1.026606,15,1926,4,2,0.084076,0.077803,0.039072,0.045345,0.152472,123,1
1.41961,18,840,2,0,0.061849,0.058303,0.035645,0.039191,0.143777,91,1
1.037659,22,786,4,6,0.051932,0.049404,0.051034,0.053561,0.197904,92,1
1.119563,3,483,12,13,0.028258,0.031441,0.091525,0.094707,0.374247,76,1
1.137697,15,1317,17,11,0.046696,0.037717,0.045228,0.054206,0.164111,66,1
1.206817,14,2334,13,12,0.026183,0.015125,0.045546,0.056602,0.190284,69,1
1.014766,0,474,14,9,0.020185,0.021066,0.100091,0.100972,0.386537,100,1
0.700771,29,7188,17,11,0.04773,0.017862,0.040413,0.07028,0.210638,70,1
0.889244,24,2526,15,10,0.032842,0.005044,0.030991,0.058788,0.182091,100,1
0.632061,33,5145,7,8,0.003029,0.032901,0.037905,0.067777,0.225705,63,1
0.947209,25,3063,18,12,0.018139,0.007652,0.05688,0.08267,0.27927,130,1
0.992199,26,1638,22,12,0.019864,0.004737,0.03804,0.053166,0.180312,59,1
0.844635,23,2547,18,15,0.027809,0.00044,0.018427,0.045796,0.123585,57,1
0.905165,23,4503,17,14,0.034395,0.02083,0.017314,0.030879,0.085275,110,1
1.295306,3,810,15,10,0.024142,0.028386,0.086919,0.091162,0.358297,88,1
0.736122,1,5673,12,9,0.037437,0.03436,0.089661,0.086584,0.35707,108,1
0.671085,0,2562,12,11,0.02096,0.019526,0.091768,0.090333,0.343403,67,1
0.546967,1,4356,12,13,0.024384,0.014684,0.110503,0.100801,0.394644,104,1
0.876988,1,4119,9,13,0.008349,0.008422,0.083297,0.083369,0.339086,102,1
0.821089,24,4398,19,10,0.038709,0.000809,0.029641,0.067539,0.193196,96,1
0.817256,1,3033,19,14,0.00854,0.022121,0.072194,0.085775,0.315773,70,1
1.068905,9,726,15,6,0.060631,0.060816,0.040989,0.040803,0.141807,69,1
1.257703,17,3441,12,12,0.080705,0.066854,0.047925,0.061775,0.199513,61,1
0.943495,14,1047,12,12,0.102027,0.078607,0.040017,0.063435,0.180904,108,1
1.055658,11,1938,14,8,0.07709,0.068714,0.041544,0.049919,0.161576,93,1
1.448662,14,852,12,6,0.054863,0.049214,0.038117,0.043765,0.152881,61,1
1.066711,18,798,14,12,0.044946,0.040315,0.053506,0.058135,0.207008,62,1
0.994501,3,2694,6,4,0.006149,0.003029,0.062057,0.065177,0.256455,112,1
1.012635,21,3528,11,2,0.081103,0.072187,0.01576,0.024676,0.046319,102,1
1.081755,20,4545,7,3,0.06059,0.049595,0.016078,0.027072,0.072492,105,1
0.889704,6,2685,8,0,0.014222,0.013404,0.070623,0.071442,0.268745,136,1
0.575709,35,9399,11,2,0.082137,0.052332,0.010945,0.04075,0.092846,106,1
0.764182,30,4737,9,1,0.067249,0.039514,0.001523,0.029258,0.064299,136,1
0.506999,39,7356,1,1,0.031378,0.001569,0.008437,0.038247,0.107913,99,1
0.822147,31,5274,12,3,0.052546,0.026818,0.027412,0.05314,0.161478,166,1
0.867137,32,3849,16,3,0.054271,0.039207,0.008572,0.023636,0.06252,95,1
0.719573,29,4758,12,6,0.062216,0.03491,0.011041,0.016266,0.005793,93,1
0.780103,29,6714,11,5,0.068802,0.0553,0.012154,0.001349,0.032517,146,1
1.170244,3,3021,9,1,0.010265,0.006084,0.057451,0.061632,0.240505,124,1
0.61106,7,7884,6,0,0.00303,0.00011,0.060193,0.057054,0.239278,144,1
0.546023,6,4773,6,2,0.013447,0.014944,0.0623,0.060803,0.225611,103,1
0.421905,5,6567,6,4,0.010023,0.019786,0.081035,0.071271,0.276852,140,1
0.751926,7,6330,3,4,0.026058,0.026048,0.053829,0.053839,0.221294,138,1
0.696027,30,6609,13,1,0.073116,0.035279,0.000173,0.038009,0.075404,132,1
0.692194,7,5244,13,5,0.025867,0.012349,0.042726,0.056245,0.197981,106,1
0.943843,15,1485,9,3,0.095038,0.095286,0.011521,0.011273,0.024015,105,1
1.132641,23,5652,6,3,0.115112,0.101324,0.018457,0.032245,0.081721,97,1
0.818433,20,1164,6,3,0.136434,0.113077,0.010549,0.033905,0.063112,144,1
0.930596,17,4149,8,1,0.111497,0.103184,0.012076,0.020389,0.043784,129,1
1.3236,20,3063,6,3,0.08927,0.083684,0.008649,0.014235,0.035089,97,1
0.941649,24,3009,8,3,0.079353,0.074785,0.024038,0.028605,0.089216,98,1
0.398322,1,1014,17,1,0.0129,0.031587,0.005092,0.013595,0.050999,47,1
0.402018,10,1728,14,4,0.051859,0.041141,0.007437,0.00328,0.017371,31,1
0.706588,12,966,15,23,0.071317,0.031307,0.043363,0.003354,0.089269,28,1
0.357447,4,1497,14,1,0.036892,0.064168,0.004524,0.031798,0.14186,40,1
0.765387,32,2952,14,4,0.006839,0.057337,0.040818,0.009679,0.001979,22,1
1.060604,29,2832,14,1,0.005342,0.014583,0.012618,0.032543,0.105479,21,1
0.623656,26,1221,15,2,0.041486,0.077493,0.012121,0.023886,0.114211,22,1
0.701074,30,318,13,4,0.009125,0.012029,0.013901,0.035054,0.113935,32,1
0.834599,25,1188,15,3,0.035508,0.010127,0.001834,0.023546,0.046726,26,1
0.514705,29,1566,12,5,0.001325,0.023287,0.015951,0.040562,0.139694,14,1
0.584225,26,2967,14,3,0.013795,0.00998,0.009134,0.032909,0.100517,24,1
0.468585,4,3066,16,5,0.027266,0.046404,0.009067,0.028205,0.11798,30,1
0.753558,1,2844,14,6,0.028698,0.049636,0.019369,0.040305,0.172887,47,1
0.344481,5,2238,14,4,0.045089,0.064187,0.015866,0.034963,0.175402,15,1
0.352084,8,1500,13,6,0.035714,0.066159,0.003098,0.027346,0.145853,16,1
0.633941,1,2322,13,7,0.047508,0.055089,0.022943,0.030523,0.148456,3,1
0.656673,27,2538,17,1,0.015547,0.052333,0.007821,0.028965,0.114773,5,1
0.388105,1,1575,14,4,0.011209,0.028612,0.005756,0.023158,0.088509,24,1
0.373182,6,2793,14,3,0.031351,0.022306,0.009928,0.000884,0.004909,45,1
