"entropy","gray level threshold","no of black pixels","no of interior contours","no of exterior contours","no vertical slope components","no horizontal slope components","no positive slope components","no negative slope components","slant","height","class"
1.106443,12,645,35,11,0.090955,0.063564,0.015945,0.011446,0.025162,13,1
1.573175,8,1722,36,13,0.085604,0.055294,0.039031,0.008721,0.118454,24,1
1.188985,17,69,40,9,0.063276,0.036161,0.031498,0.004383,0.076547,12,1
1.165911,18,1491,30,7,0.098933,0.075809,0.015468,0.007656,0.020064,31,1
1.619937,13,516,42,33,0.155642,0.113341,0.024975,0.017326,0.034787,104,1
1.096117,15,4710,37,8,0.039495,0.054445,0.019735,0.004785,0.028835,3,1
1.089507,20,6099,39,13,0.042229,0.040031,0.026721,0.028918,0.099956,144,1
1.458501,19,2928,45,5,0.062527,0.04776,0.000352,0.014414,0.022322,127,1
0.946646,15,4038,44,11,0.039133,0.00288,0.029789,0.012223,0.031843,6,1
0.873448,9,6159,36,14,0.079281,0.036524,0.003721,0.046477,0.108647,34,1
0.901866,14,1743,39,16,0.039673,0.012775,0.013601,0.040498,0.126029,33,1
0.898304,6,2022,35,11,0.039012,0.018374,0.011361,0.031999,0.088444,40,1
1.117038,4,2577,43,7,0.043926,0.016417,0.022243,0.005265,0.033327,38,1
0.848358,8,894,38,9,0.00017,0.011752,0.008605,0.020526,0.06897,105,1
0.785202,7,1674,43,11,0.005802,0.018632,0.003424,0.027857,0.086465,75,1
1.569246,10,1437,45,13,0.039301,0.008643,0.039629,0.008314,0.05473,23,1
0.896989,6,3060,29,6,0.032755,0.00949,0.006237,0.017027,0.032791,5,1
0.769607,7,2013,39,15,0.038949,0.023939,0.002836,0.012173,0.022524,19,1
1.075086,14,2868,42,9,0.069284,0.053888,0.022719,0.038113,0.116123,17,1
0.89418,4,3402,37,5,0.045665,0.003792,0.002949,0.038922,0.092851,73,1
1.089376,13,705,37,10,0.033744,0.005341,0.030167,0.008917,0.032223,41,1
1.104014,18,168,38,8,0.059516,0.020519,0.004676,0.03432,0.067818,67,1
1.570746,14,2199,39,16,0.054165,0.012249,0.027762,0.014153,0.025474,30,1
1.186556,23,546,43,12,0.031837,0.006884,0.020229,0.018491,0.016433,42,1
1.163482,24,1014,33,4,0.067494,0.032764,0.004199,0.03053,0.072916,23,1
1.617508,19,993,45,30,0.124203,0.070296,0.013706,0.0402,0.058193,50,1
1.093688,21,4233,40,5,0.008056,0.0114,0.031004,0.027659,0.121815,51,1
0.933661,7,189,31,1,0.089522,0.07788,0.010184,0.021826,0.056026,66,1
1.018231,20,11277,27,3,0.068403,0.092095,0.03805,0.014359,0.074656,44,1
1.387225,19,8106,33,5,0.088701,0.099824,0.010977,0.000145,0.002978,27,1
0.87537,15,1140,32,1,0.065307,0.049184,0.01846,0.002336,0.057143,94,1
0.802172,9,981,24,4,0.105455,0.088588,0.01505,0.031918,0.083347,66,1
1.113982,15,2805,31,10,0.048679,0.042148,0.015771,0.022303,0.090422,53,1
0.83059,14,3435,27,6,0.065847,0.064839,0.02493,0.025939,0.100729,67,1
0.827028,6,3156,23,1,0.065186,0.070438,0.02269,0.01744,0.063144,60,1
1.045762,4,2601,31,3,0.0701,0.068481,0.010914,0.009294,0.058627,138,1
0.777082,8,4284,26,1,0.026344,0.040312,0.019934,0.005967,0.04367,5,1
0.713926,7,3504,31,1,0.031976,0.033432,0.014753,0.013298,0.061165,25,1
1.49797,10,3741,33,3,0.065475,0.043421,0.0283,0.006245,0.08003,123,1
0.965128,16,3435,32,24,0.052681,0.036077,0.016791,0.000185,0.035321,40,1
0.825713,6,2118,17,4,0.058929,0.061554,0.005092,0.002468,0.007491,105,1
0.698331,7,3165,27,5,0.065123,0.076003,0.008493,0.002386,0.002776,81,1
1.00381,14,2310,30,1,0.095458,0.105952,0.034048,0.023554,0.090823,83,1
1.0181,13,4473,25,0,0.059918,0.046723,0.018838,0.005642,0.057523,59,1
1.032738,18,5346,26,18,0.08569,0.072583,0.006653,0.019761,0.042518,33,1
1.11528,23,4632,31,2,0.058011,0.04518,0.0089,0.003932,0.008867,58,1
1.092206,24,6192,21,14,0.093668,0.084828,0.00713,0.015971,0.047616,77,1
1.546232,19,4185,33,40,0.150377,0.12236,0.002377,0.025641,0.032893,150,1
1.022412,21,9411,28,15,0.03423,0.063464,0.042333,0.0131,0.096515,49,1
0.966222,10,4161,32,6,0.066462,0.037942,0.015974,0.012546,0.003112,29,1
1.050792,23,6927,28,8,0.045343,0.052157,0.011892,0.005079,0.021742,81,1
1.419786,22,3756,34,0,0.065641,0.059886,0.015181,0.009425,0.055892,64,1
1.146543,18,1545,32,5,0.025619,0.00221,0.010387,0.013023,0.037508,16,1
0.863151,17,915,28,11,0.042787,0.024901,0.001228,0.016659,0.047815,30,1
0.859589,9,1194,24,6,0.042126,0.0305,0.003468,0.00816,0.01023,23,1
1.078323,7,1749,32,2,0.04704,0.028543,0.037072,0.018574,0.111541,101,1
0.809643,11,66,27,4,0.003284,0.000374,0.006224,0.003313,0.009244,42,1
0.746487,10,846,32,6,0.008916,0.006506,0.011405,0.004018,0.008251,12,1
1.530531,13,609,34,8,0.042415,0.003483,0.054458,0.015525,0.132944,86,1
0.997689,19,915,33,19,0.029621,0.003861,0.042949,0.009465,0.088235,3,1
0.730892,10,1185,28,10,0.042063,0.036065,0.017665,0.011666,0.05569,44,1
1.036371,17,2040,31,4,0.072398,0.066014,0.00789,0.014274,0.037909,46,1
0.855465,7,2574,26,0,0.048779,0.015918,0.017778,0.015083,0.014637,10,1
1.050661,16,123,26,5,0.036858,0.006785,0.044996,0.014922,0.110437,22,1
1.532031,17,1371,28,11,0.057279,0.024375,0.042591,0.009686,0.103688,33,1
1.147841,26,282,32,7,0.034951,0.005242,0.035058,0.005348,0.061781,21,1
1.124767,27,1842,22,9,0.070608,0.04489,0.019028,0.006691,0.005298,40,1
1.578793,22,165,34,35,0.127317,0.082422,0.028535,0.016361,0.020021,113,1
1.003559,5,4647,18,10,0.075467,0.063803,0.005957,0.017619,0.042607,19,1
1.088129,18,6441,14,12,0.054348,0.078018,0.033823,0.010152,0.061237,91,1
1.457123,17,3270,20,4,0.074646,0.085747,0.00675,0.004352,0.016397,74,1
0.945268,13,3696,19,10,0.051252,0.035107,0.022687,0.006543,0.070562,47,1
0.87207,7,5817,11,13,0.0914,0.074511,0.010823,0.027711,0.069928,19,1
1.18388,13,2031,18,1,0.034624,0.028071,0.011544,0.018096,0.077003,6,1
0.900488,12,1401,14,15,0.051792,0.050762,0.020703,0.021732,0.08731,20,1
0.896926,4,1680,10,10,0.051131,0.056361,0.018463,0.013233,0.049725,13,1
1.11566,2,2235,18,6,0.056045,0.054404,0.015141,0.013501,0.072046,91,1
0.84698,6,552,13,8,0.012289,0.026235,0.015707,0.00176,0.030251,52,1
0.783824,5,1332,18,10,0.017921,0.019355,0.010526,0.009091,0.047746,22,1
1.567868,8,1095,20,12,0.05142,0.029344,0.032527,0.010452,0.093449,76,1
1.035026,14,1401,19,15,0.038626,0.022,0.021018,0.004392,0.04874,7,1
0.895611,4,2718,4,5,0.044874,0.047477,0.000865,0.001739,0.005928,58,1
0.768229,5,1671,14,14,0.051068,0.061926,0.004266,0.006593,0.016195,34,1
1.073708,12,2526,17,8,0.081403,0.091875,0.029821,0.019347,0.077404,36,1
0.892802,2,3060,12,4,0.057784,0.041779,0.004153,0.020156,0.054132,20,1
1.087998,11,363,12,9,0.045863,0.032646,0.023065,0.009849,0.070942,12,1
1.102636,16,510,13,9,0.071635,0.058506,0.002426,0.015554,0.029099,14,1
1.569368,12,1857,14,15,0.066284,0.050236,0.02066,0.004613,0.064193,23,1
1.185178,21,204,18,11,0.043956,0.031103,0.013127,0.000275,0.022286,11,1
1.162104,22,1356,8,5,0.079613,0.070751,0.002903,0.011764,0.034197,30,1
1.09231,19,4575,15,6,0.020175,0.049387,0.038106,0.008893,0.083096,2,1
0.911844,5,882,18,23,0.086496,0.080065,0.001921,0.004508,0.013885,2,1
0.996414,18,10206,14,25,0.065377,0.09428,0.025945,0.002959,0.004745,112,1
1.365408,17,7035,20,17,0.085675,0.102009,0.001128,0.017463,0.072889,95,1
0.853553,13,69,19,23,0.062281,0.051369,0.030565,0.019654,0.127054,26,1
0.780355,7,2052,11,26,0.102429,0.090773,0.002945,0.0146,0.013436,2,1
1.092165,13,1734,18,12,0.045653,0.044333,0.003666,0.004985,0.020511,15,1
0.805211,4,2085,10,23,0.06216,0.072623,0.010585,0.000122,0.006767,8,1
1.023945,2,1530,18,19,0.067074,0.070666,0.023019,0.026612,0.128538,70,1
0.755265,6,3213,13,21,0.023318,0.042497,0.007829,0.011351,0.026241,73,1
0.692109,5,2433,18,23,0.02895,0.035617,0.002648,0.00402,0.008746,43,1
1.476153,8,2670,20,25,0.062449,0.045606,0.040405,0.023563,0.149941,55,1
0.943311,14,2364,19,2,0.049655,0.038262,0.028896,0.017503,0.105232,28,1
0.803896,4,1047,4,18,0.055903,0.063739,0.007013,0.01485,0.06242,37,1
0.676514,5,2094,14,27,0.062097,0.078188,0.003612,0.019704,0.072687,13,1
0.981993,12,1239,17,21,0.092432,0.108137,0.021943,0.006236,0.020912,15,1
0.801087,2,705,12,17,0.068813,0.058041,0.003725,0.007045,0.00236,41,1
0.996283,11,3402,12,22,0.056892,0.048908,0.030943,0.02296,0.127434,9,1
1.010921,16,4275,13,4,0.082664,0.074768,0.005452,0.002443,0.027393,35,1
1.477653,12,1908,14,28,0.077313,0.066498,0.028538,0.017724,0.120685,2,1
1.093463,21,3561,18,24,0.054985,0.047365,0.021005,0.013386,0.078778,10,1
1.524415,17,3114,20,18,0.147351,0.124545,0.014482,0.008323,0.037018,82,1
0.657225,10,825,2,0,0.047291,0.032477,0.000327,0.015142,0.00269,3,1
0.579319,23,1656,1,2,0.090134,0.066574,0.051293,0.027732,0.19193,103,1
0.757717,10,2616,6,4,0.09746,0.080609,0.008573,0.008278,0.049393,101,1
1.072897,12,3531,2,1,0.111108,0.090881,0.002828,0.023055,0.012563,53,1
0.554863,7,1197,3,1,0.056124,0.046091,0.014804,0.024837,0.048786,24,1
0.7263,9,1881,7,1,0.056186,0.045405,0.008241,0.019021,0.000516,7,1
1.017466,9,4437,5,3,0.076742,0.064582,0.007559,0.01972,0.010266,73,1
0.675304,14,2661,6,2,0.07424,0.062262,0.023116,0.035094,0.064439,39,1
0.686355,14,2286,1,2,0.04514,0.03404,0.02144,0.03254,0.079642,33,1
1.004708,9,2271,2,5,0.101152,0.079961,0.016338,0.004853,0.068173,63,1
1.14447,12,2403,2,1,0.056483,0.046463,0.017245,0.027265,0.061733,70,1
0.734623,13,1011,5,2,0.077543,0.065931,0.011548,0.02316,0.022816,30,1
0.843443,8,1347,9,3,0.06467,0.0469,0.010276,0.028046,0.032645,44,1
1.069521,12,2460,1,5,0.049016,0.037089,0.010206,0.022133,0.028809,55,1
0.757735,7,2988,1,1,0.003796,0.010858,0.032991,0.025929,0.09427,15,1
0.642273,11,1716,2,1,0.156815,0.111425,0.048619,0.003228,0.148084,35,1
0.505226,10,267,10,3,0.107787,0.069613,0.037469,0.000706,0.086867,16,1
0.817289,16,960,2,3,0.04071,0.018314,0.019574,0.002822,0.042974,10,1
0.621834,21,1305,17,15,0.025731,0.005787,0.026317,0.006372,0.072658,27,1
0.993966,24,1035,5,5,0.089454,0.058285,0.05413,0.022961,0.16418,68,1
0.645453,27,585,0,3,0.081999,0.055471,0.036411,0.009883,0.119738,77,1
0.528724,9,297,7,4,0.055601,0.017869,0.04545,0.007717,0.096232,79,1
0.450818,22,1128,6,6,0.098444,0.051966,0.09707,0.050591,0.285472,21,1
0.818898,30,957,6,0,0.109219,0.074028,0.080557,0.045366,0.237974,62,1
0.629216,9,2088,11,0,0.10577,0.066001,0.05435,0.014581,0.142935,19,1
0.737855,6,1578,13,6,0.066751,0.022044,0.057779,0.013072,0.108403,16,1
0.944396,11,3003,7,3,0.119418,0.076273,0.042949,0.000196,0.106105,29,1
0.426362,6,669,8,5,0.064434,0.031483,0.030973,0.001978,0.044756,58,1
0.597799,8,1353,12,3,0.064496,0.030797,0.037536,0.003838,0.093026,75,1
0.888965,8,3909,10,1,0.085052,0.049974,0.038218,0.003139,0.083276,9,1
0.546803,13,2133,1,2,0.08255,0.047654,0.022661,0.012235,0.029103,43,1
0.557854,13,1758,4,2,0.05345,0.019432,0.024337,0.009681,0.0139,49,1
0.876207,8,1743,7,1,0.109462,0.065353,0.062115,0.018006,0.161715,19,1
1.015969,11,1875,7,5,0.064793,0.031855,0.028532,0.004406,0.031809,12,1
0.606122,12,483,10,2,0.085853,0.051323,0.034229,0.000301,0.070726,52,1
0.714942,7,819,14,1,0.07298,0.032292,0.035501,0.005187,0.060897,38,1
0.94102,11,1932,4,9,0.057326,0.022481,0.035571,0.000726,0.064733,27,1
0.629234,6,2460,4,5,0.012106,0.00375,0.012786,0.00307,0.000728,67,1
0.513772,10,1188,7,3,0.165125,0.096817,0.094396,0.026087,0.241626,47,1
0.376725,9,261,15,1,0.116097,0.055005,0.083246,0.022153,0.180409,66,1
0.688788,15,432,7,1,0.04902,0.003706,0.065351,0.020037,0.136516,72,1
0.493333,20,777,12,19,0.034041,0.008821,0.072094,0.029231,0.1662,55,1
0.43225,22,501,0,0,0.088937,0.049392,0.085366,0.045821,0.256627,31,1
0.865465,23,507,0,9,0.097764,0.043677,0.099907,0.04582,0.257722,14,1
0.516952,26,57,5,7,0.090309,0.040863,0.082188,0.032742,0.21328,5,1
0.588158,7,36,20,1,0.055011,0.00894,0.038966,0.007106,0.035567,1,1
0.510252,20,867,19,3,0.097854,0.043037,0.090586,0.035768,0.224807,101,1
0.878332,28,1218,19,3,0.108629,0.065099,0.074073,0.030543,0.177309,18,1
0.68865,7,1827,24,3,0.10518,0.057072,0.047866,0.000242,0.08227,99,1
0.797289,4,1317,26,3,0.066161,0.013115,0.051295,0.001751,0.047738,64,1
1.00383,9,2742,20,0,0.118828,0.067344,0.036465,0.015019,0.04544,51,1
0.485796,4,408,21,2,0.063844,0.022554,0.024489,0.016801,0.015909,22,1
0.657233,6,1092,25,0,0.063906,0.021868,0.031052,0.010985,0.032361,5,1
0.948399,6,3648,23,2,0.084462,0.041045,0.031734,0.011684,0.022611,71,1
0.606237,11,1872,12,1,0.08196,0.038725,0.016177,0.027058,0.031562,37,1
0.617288,11,1497,17,1,0.05286,0.010503,0.017853,0.024504,0.046765,31,1
0.935641,6,1482,20,4,0.108872,0.056424,0.055631,0.003183,0.10105,61,1
1.075403,9,1614,20,2,0.064203,0.022926,0.022048,0.019229,0.028856,68,1
0.665556,10,222,23,1,0.085263,0.042394,0.027745,0.015124,0.010061,28,1
1.000454,9,1671,17,6,0.056736,0.013552,0.029087,0.014097,0.004068,53,1
0.688668,4,2199,17,2,0.011516,0.012679,0.006302,0.017893,0.061393,13,1
0.573206,8,927,20,0,0.164535,0.087888,0.087912,0.011264,0.180961,33,1
0.436159,7,522,28,2,0.115507,0.046076,0.076762,0.00733,0.119744,14,1
0.748222,13,171,20,2,0.04843,0.005223,0.058867,0.005214,0.075851,8,1
0.552767,18,516,1,16,0.033451,0.01775,0.06561,0.014408,0.105535,25,1
0.491684,20,240,13,3,0.088347,0.040463,0.078882,0.030998,0.195962,49,1
0.924899,21,246,13,6,0.097174,0.034748,0.093423,0.030997,0.197057,66,1
0.576386,24,204,18,4,0.089719,0.031934,0.075704,0.017919,0.152615,75,1
0.476037,10,1587,8,1,0.037305,0.014398,0.013964,0.008944,0.004789,35,1
0.398131,23,2418,7,3,0.080148,0.048495,0.065584,0.03393,0.194029,135,1
0.576529,10,3378,12,3,0.087474,0.06253,0.022864,0.00208,0.051492,133,1
0.685168,7,2868,14,3,0.048455,0.018573,0.026293,0.003589,0.01696,98,1
0.891709,12,4293,8,0,0.101122,0.072802,0.011463,0.016857,0.014662,85,1
0.373675,7,1959,9,2,0.046138,0.028012,0.000513,0.018639,0.046687,56,1
0.545112,9,2643,13,0,0.0462,0.027326,0.00605,0.012823,0.001583,39,1
0.836278,9,5199,11,2,0.066756,0.046503,0.006732,0.013522,0.008167,105,1
0.505167,14,3048,5,1,0.035154,0.015961,0.007149,0.026342,0.077543,65,1
0.963282,12,3165,8,2,0.046497,0.028384,0.002954,0.021067,0.059634,102,1
0.553435,13,1773,11,1,0.067557,0.047852,0.002743,0.016962,0.020717,62,1
0.662255,8,2109,15,2,0.054684,0.028821,0.004015,0.021848,0.030546,76,1
0.888333,12,3222,5,6,0.03903,0.01901,0.004085,0.015935,0.02671,87,1
0.576547,7,3750,5,2,0.00619,0.007221,0.0187,0.019731,0.092171,47,1
0.324038,10,1029,16,2,0.097801,0.051534,0.05176,0.005492,0.088966,48,1
0.636101,16,1722,8,2,0.030724,0.000235,0.033865,0.003376,0.045073,42,1
0.440646,21,2067,11,16,0.015745,0.012292,0.040608,0.01257,0.074757,59,1
0.812778,24,1797,1,6,0.079468,0.040206,0.068421,0.029159,0.166279,100,1
0.464265,27,1347,6,4,0.072013,0.037392,0.050702,0.016081,0.121837,109,1
0.591748,8,639,10,2,0.05333,0.01976,0.041376,0.007805,0.068637,2,1
0.513842,21,192,9,4,0.096173,0.053857,0.092996,0.050679,0.257877,102,1
0.881922,29,1893,9,2,0.106948,0.075919,0.076483,0.045454,0.210379,19,1
0.69224,8,1152,14,2,0.103499,0.067892,0.050276,0.014669,0.11534,100,1
0.800879,5,642,16,4,0.06448,0.023935,0.053705,0.01316,0.080808,65,1
1.00742,10,2067,10,1,0.117147,0.078164,0.038875,0.000108,0.07851,52,1
0.489386,5,267,11,3,0.062163,0.033374,0.026899,0.00189,0.017161,23,1
0.660823,7,417,15,1,0.062225,0.032688,0.033462,0.003926,0.065431,6,1
0.951989,7,2973,13,1,0.082781,0.051865,0.034144,0.003227,0.055681,72,1
0.609827,12,1197,2,0,0.080279,0.049545,0.018587,0.012147,0.001508,38,1
0.620878,12,822,7,0,0.051179,0.021323,0.020263,0.009593,0.013695,32,1
0.939231,7,807,10,3,0.107191,0.067244,0.058041,0.018094,0.13412,62,1
1.078993,10,939,10,3,0.062522,0.033746,0.024458,0.004318,0.004214,69,1
0.669146,11,453,13,0,0.083582,0.053214,0.030155,0.000213,0.043131,29,1
0.777966,6,117,17,1,0.070709,0.034183,0.031427,0.005099,0.033302,43,1
1.004044,10,996,7,7,0.055055,0.024372,0.031497,0.000814,0.037138,54,1
0.692258,5,1524,7,3,0.009835,0.001859,0.008712,0.002982,0.028323,14,1
0.576796,9,252,10,1,0.162854,0.098708,0.090322,0.026175,0.214031,34,1
0.439749,8,1197,18,1,0.113826,0.056896,0.079172,0.022241,0.152814,15,1
0.751812,14,504,10,1,0.046749,0.005597,0.061277,0.020125,0.108921,9,1
0.928489,22,429,3,7,0.095493,0.045568,0.095833,0.045908,0.230127,67,1
0.574,48,91251,7354,5343,0.039604,0.052217,0.043062,0.134885,0.343499,253,1
0.864174,27,92505,7353,5347,0.093222,0.003942,0.007955,0.097236,0.201757,236,1
0.674492,48,89460,7358,5347,0.089773,0.004085,0.034162,0.128021,0.296796,155,1
0.783131,51,89970,7360,5341,0.050754,0.048042,0.030733,0.12953,0.331328,190,1
0.989672,46,88545,7354,5344,0.103421,0.006187,0.045563,0.142798,0.333626,203,1
0.471638,51,90879,7355,5342,0.048437,0.038603,0.057539,0.14458,0.394975,232,1
0.643075,49,90195,7359,5344,0.048499,0.039289,0.050976,0.138764,0.346705,249,1
0.934241,49,87639,7357,5346,0.069055,0.020112,0.050294,0.139463,0.356455,183,1
0.592079,44,89415,7346,5345,0.066553,0.022432,0.065851,0.154837,0.410628,217,1
0.60313,44,89790,7351,5345,0.037453,0.050654,0.064175,0.152283,0.425831,223,1
0.921483,49,89805,7354,5348,0.093465,0.004733,0.026397,0.124596,0.278016,193,1
1.061245,46,89673,7354,5342,0.048796,0.038231,0.05998,0.147008,0.407922,186,1
0.651398,45,91065,7357,5345,0.069856,0.018763,0.054283,0.142903,0.369005,226,1
0.760218,50,90729,7361,5346,0.056983,0.037794,0.053011,0.147789,0.378834,212,1
0.986296,46,89616,7351,5338,0.041329,0.047605,0.052941,0.141876,0.374998,201,1
0.67451,51,89088,7351,5342,0.003891,0.073836,0.075726,0.145672,0.440459,241,1
0.559048,47,90360,7354,5344,0.149128,0.026731,0.005884,0.116515,0.198105,221,1
0.422001,48,91809,7362,5346,0.1001,0.015081,0.005266,0.120449,0.259322,240,1
0.734064,42,91116,7354,5346,0.033023,0.06638,0.023161,0.122565,0.303215,246,1
0.538609,37,90771,7335,5328,0.018044,0.078907,0.016418,0.113371,0.273531,229,1
0.477526,35,91047,7347,5347,0.07294,0.020694,0.003146,0.096781,0.183104,205,1
0.910741,34,91041,7347,5338,0.081767,0.026409,0.011395,0.096782,0.182009,188,1
0.562228,31,91491,7352,5340,0.074312,0.029223,0.006324,0.10986,0.226451,179,1
0.533198,9,3,4,3,0.059656,0.026412,0.051052,0.017807,0.120645,112,1
0.455292,22,834,3,5,0.102499,0.060509,0.102672,0.060681,0.309885,12,1
0.823372,30,1251,3,1,0.113274,0.082571,0.086159,0.055456,0.262387,95,1
0.63369,9,1794,8,1,0.109825,0.074544,0.059952,0.024671,0.167348,14,1
0.94887,11,2709,4,2,0.123473,0.084816,0.048551,0.009894,0.130518,62,1
0.430836,6,375,5,4,0.068489,0.040026,0.036575,0.008112,0.069169,91,1
0.602273,8,1059,9,2,0.068551,0.03934,0.043138,0.013928,0.117439,108,1
0.893439,8,3615,7,0,0.089107,0.058517,0.04382,0.013229,0.107689,42,1
0.551277,13,1839,4,1,0.086605,0.056197,0.028263,0.002145,0.053516,76,1
0.562328,13,1464,1,1,0.057505,0.027975,0.029939,0.000409,0.038313,82,1
0.880681,8,1449,4,2,0.113517,0.073896,0.067717,0.028096,0.186128,52,1
1.020443,11,1581,4,4,0.068848,0.040398,0.034134,0.005684,0.056222,45,1
0.610596,12,189,7,1,0.089908,0.059866,0.039831,0.009789,0.095139,85,1
0.719416,7,525,11,0,0.077035,0.040835,0.041103,0.004903,0.08531,71,1
0.945494,11,1638,1,8,0.061381,0.031024,0.041173,0.010816,0.089146,60,1
0.633708,6,2166,1,4,0.016161,0.004793,0.018388,0.00702,0.023685,100,1
0.518246,10,894,4,2,0.16918,0.10536,0.099998,0.036177,0.266039,80,1
0.381199,9,555,12,0,0.120152,0.063548,0.088848,0.032243,0.204822,99,1
0.693262,15,138,4,0,0.053075,0.012249,0.070953,0.030127,0.160929,105,1
0.497807,20,483,15,18,0.038096,0.000278,0.077696,0.039321,0.190613,88,1
0.436724,22,207,3,1,0.092992,0.057935,0.090968,0.055911,0.28104,64,1
0.869939,23,213,3,8,0.101819,0.05222,0.105509,0.05591,0.282135,47,1
0.521426,26,237,2,6,0.094364,0.049406,0.08779,0.042832,0.237693,38,1
0.61441,45,105150,7530,5231,0.047312,0.053599,0.037847,0.138759,0.344564,235,1
0.904584,24,106404,7529,5235,0.10093,0.00256,0.00274,0.10111,0.202822,218,1
0.714902,45,103359,7534,5235,0.097481,0.005467,0.028947,0.131895,0.297861,137,1
0.823541,48,103869,7536,5229,0.058462,0.049424,0.025518,0.133404,0.332393,172,1
1.030082,43,102444,7530,5232,0.111129,0.004805,0.040348,0.146672,0.334691,185,1
0.512048,48,104778,7531,5230,0.056145,0.039985,0.052324,0.148454,0.39604,214,1
0.683485,46,104094,7535,5232,0.056207,0.040671,0.045761,0.142638,0.34777,231,1
0.974651,46,101538,7533,5234,0.076763,0.021494,0.045079,0.143337,0.35752,165,1
0.64354,41,103689,7527,5233,0.045161,0.052036,0.05896,0.156157,0.426896,205,1
0.961893,46,103704,7530,5236,0.101173,0.006115,0.021182,0.12847,0.279081,175,1
1.101655,43,103572,7530,5230,0.056504,0.039613,0.054765,0.150882,0.408987,168,1
0.691808,42,104964,7533,5233,0.077564,0.020145,0.049068,0.146777,0.37007,208,1
0.800628,47,104628,7537,5234,0.064691,0.039176,0.047796,0.151663,0.379899,194,1
0.599458,44,104259,7530,5232,0.156836,0.025349,0.011099,0.120389,0.19917,203,1
0.462411,45,105708,7538,5234,0.107808,0.016463,0.000051,0.124323,0.260387,222,1
0.774474,39,105015,7530,5234,0.040731,0.067762,0.017946,0.126439,0.30428,228,1
0.579019,34,104670,7511,5216,0.025752,0.080289,0.011203,0.117245,0.274596,211,1
0.951151,31,104940,7523,5226,0.089475,0.027791,0.01661,0.100656,0.183074,170,1
0.602638,28,105390,7528,5228,0.08202,0.030605,0.001109,0.113734,0.227516,161,1
0.66428,4,342,26,3,0.058331,0.02038,0.032187,0.005765,0.065484,13,1
0.586374,17,489,25,5,0.101174,0.054477,0.083807,0.037109,0.254724,113,1
0.954454,25,1596,25,1,0.111949,0.076539,0.067294,0.031884,0.207226,30,1
0.764772,4,1449,30,1,0.1085,0.068512,0.041087,0.001099,0.112187,111,1
1.079952,6,2364,26,2,0.122148,0.078784,0.029686,0.013678,0.075357,63,1
0.733355,3,714,31,2,0.067226,0.033308,0.024273,0.009644,0.062278,17,1
1.024521,3,3270,29,0,0.087782,0.052485,0.024955,0.010343,0.052528,83,1
0.682359,8,1494,18,1,0.08528,0.050165,0.009398,0.025717,0.001645,49,1
0.69341,8,1119,23,1,0.05618,0.021943,0.011074,0.023163,0.016848,43,1
0.741678,7,156,29,1,0.088583,0.053834,0.020966,0.013783,0.039978,40,1
0.850498,2,180,33,0,0.07571,0.034803,0.022238,0.018669,0.030149,54,1
1.076576,6,1293,23,8,0.060056,0.024992,0.022308,0.012756,0.033985,65,1
0.76479,1,1821,23,4,0.014836,0.001239,0.000477,0.016552,0.031476,25,1
0.649328,5,549,26,2,0.167855,0.099328,0.081133,0.012605,0.210878,45,1
0.512281,4,900,34,0,0.118827,0.057516,0.069983,0.008671,0.149661,26,1
0.824344,10,207,26,0,0.05175,0.006217,0.052088,0.006555,0.105768,20,1
0.628889,15,138,7,18,0.036771,0.00631,0.058831,0.015749,0.135452,37,1
0.567806,17,138,19,1,0.091667,0.051903,0.072103,0.032339,0.225879,61,1
1.001021,18,132,19,8,0.100494,0.046188,0.086644,0.032338,0.226974,78,1
0.652508,21,582,24,6,0.093039,0.043374,0.068925,0.01926,0.182532,87,1
0.524401,43,100869,9969,3780,0.049347,0.052807,0.036633,0.138789,0.339943,271,1
0.446495,30,100038,9968,3778,0.09219,0.01871,0.014987,0.095915,0.150703,171,1
0.814575,22,102123,9968,3784,0.102965,0.003352,0.001526,0.10114,0.198201,254,1
0.624893,43,99078,9973,3784,0.099516,0.004675,0.027733,0.131925,0.29324,173,1
0.733532,46,99588,9975,3778,0.060497,0.048632,0.024304,0.133434,0.327772,208,1
0.940073,41,98163,9969,3781,0.113164,0.005597,0.039134,0.146702,0.33007,221,1
0.422039,46,100497,9970,3779,0.05818,0.039193,0.05111,0.148484,0.391419,250,1
0.593476,44,99813,9974,3781,0.058242,0.039879,0.044547,0.142668,0.343149,267,1
0.884642,44,97257,9972,3783,0.078798,0.020702,0.043865,0.143367,0.352899,201,1
0.54248,39,99033,9961,3782,0.076296,0.023022,0.059422,0.158741,0.407072,235,1
0.553531,39,99408,9966,3782,0.047196,0.051244,0.057746,0.156187,0.422275,241,1
0.871884,44,99423,9969,3785,0.103208,0.005323,0.019968,0.1285,0.27446,211,1
1.011646,41,99291,9969,3779,0.058539,0.038821,0.053551,0.150912,0.404366,204,1
0.601799,40,100683,9972,3782,0.079599,0.019353,0.047854,0.146807,0.365449,244,1
0.710619,45,100347,9976,3783,0.066726,0.038384,0.046582,0.151693,0.375278,230,1
0.624911,46,98706,9966,3779,0.005852,0.074426,0.069297,0.149576,0.436903,259,1
0.509449,42,99978,9969,3781,0.158871,0.026141,0.012313,0.120419,0.194549,239,1
0.372402,43,101427,9977,3783,0.109843,0.015671,0.001163,0.124353,0.255766,258,1
