entropy,gray level threshold,no of black pixels,no of interior contours,no of exterior contours,no vertical slope components,no horizontal slope components,no positive slope components,no negative slope components,slant,height,class
0.33857,2,1959,15,2,0.087975,0.066147,0.025388,0.047216,0.087819,33,1
0.315778,1,2076,12,1,0.066749,0.060335,0.04782,0.054235,0.120468,22,1
0.498124,6,2187,7,1,0.02001,0.03662,0.071852,0.055243,0.166262,11,1
0.4016,0,1521,14,2,0.060131,0.044872,0.035148,0.050407,0.115885,35,1
0.421566,7,2193,13,2,0.044885,0.011053,0.010635,0.023197,0.044345,126,1
0.274638,13,1878,13,3,0.048891,0.03184,0.015177,0.032227,0.073401,64,1
0.565891,1,147,10,2,0.072091,0.058707,0.024215,0.037599,0.066885,50,1
0.34547,6,336,12,3,0.059223,0.036233,0.002911,0.025901,0.050275,224,1
0.323148,24,954,13,2,0.004989,0.000412,0.059527,0.054125,0.158316,57,1
0.340072,25,1002,10,3,0.006344,0.018851,0.026827,0.039334,0.120042,46,1
0.289204,25,576,13,3,0.065308,0.067267,0.059757,0.061716,0.245396,50,1
0.329969,68,27468,3789,757,0.045935,0.012433,0.062018,0.120387,0.309118,135,1
0.488163,23,1041,12,2,0.010466,0.008952,0.000308,0.019111,0.041591,25,1
0.301595,6,759,13,2,0.074836,0.0263,0.029398,0.019138,0.002741,169,1
0.256688,1,39,13,3,0.086409,0.043893,0.01821,0.024306,0.00753,164,1
0.353913,7,1440,13,3,0.041765,0.013207,0.005192,0.023365,0.034552,126,1
0.359581,2,1314,13,3,0.08977,0.04615,0.021063,0.022558,1.50E-05,147,1
0.206359,6,1215,13,3,0.059295,0.029451,0.007773,0.022071,0.024464,120,1
0.269992,1,1467,12,2,0.110006,0.057845,0.040462,0.011699,0.042223,136,1
0.343202,6,1143,13,3,0.054966,0.01868,0.014601,0.021686,0.013336,108,1
0.250492,23,762,12,3,0.062211,0.085948,0.021751,0.045488,0.194638,47,1
0.188303,4,42,13,3,0.03471,0.020593,0.01022,0.024337,0.054836,75,1
0.325176,6,12,13,2,0.044362,0.048202,0.049101,0.045261,0.106855,53,1
0.464617,5,333,12,3,0.02251,0.025386,0.041709,0.038834,0.104623,52,1
0.29368,6,471,14,3,0.089706,0.060947,0.006765,0.035524,0.044276,51,1
0.270888,3,588,11,2,0.06848,0.055135,0.029197,0.042543,0.076925,40,1
0.453234,2,699,6,2,0.021741,0.03142,0.053229,0.043551,0.122719,29,1
0.35671,4,33,13,3,0.061862,0.039672,0.016525,0.038715,0.072342,53,1
0.418617,11,1175,6,5,0.035769,0.030486,0.033572,0.038856,0.131838,118,1
0.271689,9,860,6,6,0.039775,0.051273,0.059384,0.047886,0.160894,56,1
0.562942,3,871,3,5,0.062975,0.07814,0.068422,0.053258,0.154378,42,1
0.342521,10,1354,5,6,0.050107,0.055666,0.047118,0.04156,0.137768,216,1
0.320199,20,64,6,5,0.014105,0.019845,0.103734,0.069784,0.245809,49,1
0.337123,21,2020,3,6,0.01546,0.000582,0.071034,0.054993,0.207535,38,1
0.286255,21,442,6,6,0.074424,0.047834,0.103964,0.077375,0.332889,42,1
0.32702,64,28486,3796,754,0.055051,0.031866,0.017811,0.104728,0.221625,127,1
0.485214,19,2059,5,5,0.00135,0.010481,0.043899,0.03477,0.129084,17,1
0.298646,2,259,6,5,0.06572,0.045733,0.014809,0.034797,0.090234,161,1
0.253739,3,979,6,6,0.077293,0.063326,0.025997,0.039965,0.095023,156,1
0.350964,11,2458,6,6,0.032649,0.03264,0.039015,0.039024,0.122045,118,1
0.356632,6,2332,6,6,0.080654,0.065583,0.023144,0.038217,0.087508,139,1
0.20341,10,197,6,6,0.050179,0.048884,0.036434,0.03773,0.111957,112,1
0.267043,3,449,5,5,0.10089,0.077278,0.003745,0.027358,0.04527,128,1
0.340253,10,125,6,6,0.04585,0.038113,0.029606,0.037345,0.100829,100,1
0.247543,19,1780,5,6,0.071327,0.066515,0.065958,0.061147,0.282131,39,1
0.185354,8,976,6,6,0.025594,0.040026,0.054427,0.039996,0.142329,67,1
0.322227,2,1030,6,5,0.035246,0.067635,0.093308,0.06092,0.194348,45,1
0.461668,1,1351,5,6,0.013394,0.044819,0.085916,0.054493,0.192116,44,1
0.290731,2,1489,7,6,0.08059,0.08038,0.050972,0.051183,0.131769,43,1
0.267939,1,1606,4,5,0.059364,0.074568,0.073404,0.058202,0.164418,32,1
0.450285,6,1717,1,5,0.012625,0.050853,0.097436,0.05921,0.210212,21,1
0.353761,0,1051,6,6,0.052746,0.059105,0.060732,0.054374,0.159835,45,1
0.451498,3,2982,11,0,0.052255,0.017323,0.012021,0.022911,0.031792,127,1
0.30457,17,2667,11,1,0.056261,0.03811,0.013791,0.031941,0.060848,65,1
0.595823,5,936,8,0,0.079461,0.064977,0.022829,0.037313,0.054332,51,1
0.375402,2,453,10,1,0.066593,0.042503,0.001525,0.025615,0.037722,225,1
0.35308,28,1743,11,0,0.002381,0.006682,0.058141,0.053839,0.145763,58,1
0.370004,29,213,8,1,0.001026,0.012581,0.025441,0.039048,0.107489,47,1
0.319136,29,1365,11,1,0.057938,0.060997,0.058371,0.06143,0.232843,51,1
0.359901,72,26679,3791,759,0.038565,0.018703,0.063404,0.120673,0.321671,136,1
0.518095,27,252,10,0,0.017836,0.002682,0.001694,0.018825,0.029038,26,1
0.331527,10,1548,11,0,0.082206,0.03257,0.030784,0.018852,0.009812,170,1
0.28662,5,828,11,1,0.093779,0.050163,0.019596,0.02402,0.005023,165,1
0.383845,3,651,11,1,0.049135,0.019477,0.006578,0.023079,0.021999,127,1
0.389513,2,525,11,1,0.09714,0.05242,0.022449,0.022272,0.012538,148,1
0.236291,2,2004,11,1,0.066665,0.035721,0.009159,0.021785,0.011911,121,1
0.299924,5,2256,10,0,0.117376,0.064115,0.041848,0.011413,0.054776,137,1
0.373134,2,1932,11,1,0.062336,0.02495,0.015987,0.0214,0.000783,109,1
0.280424,27,27,10,1,0.054841,0.079678,0.020365,0.045202,0.182085,48,1
0.218235,0,831,11,1,0.04208,0.026863,0.008834,0.024051,0.042283,76,1
0.355108,10,777,11,0,0.051732,0.054472,0.047715,0.044975,0.094302,54,1
0.494549,9,456,10,1,0.02988,0.031656,0.040323,0.038548,0.09207,53,1
0.323612,10,318,12,1,0.097076,0.067217,0.005379,0.035238,0.031723,52,1
0.30082,7,201,9,0,0.07585,0.061405,0.027811,0.042257,0.064372,41,1
0.483166,2,90,4,0,0.029111,0.03769,0.051843,0.043265,0.110166,30,1
0.386642,8,756,11,1,0.069232,0.045942,0.015139,0.038429,0.059789,54,1
0.412046,63,50655,4226,2354,0.104491,0.000982,0.045445,0.150919,0.349939,88,1
0.265118,43,50340,4226,2355,0.108497,0.019805,0.071257,0.159949,0.378995,150,1
0.556371,55,48609,4223,2354,0.131697,0.046672,0.080295,0.165321,0.372479,164,1
0.33595,62,48126,4225,2355,0.118829,0.024198,0.058991,0.153623,0.355869,10,1
0.313628,32,49416,4226,2354,0.054617,0.011623,0.115607,0.181847,0.46391,157,1
0.330552,31,47460,4223,2355,0.053262,0.030886,0.082907,0.167056,0.425636,168,1
0.279684,31,49038,4226,2355,0.005702,0.079302,0.115837,0.189438,0.55099,164,1
0.320449,12,20994,424,1595,0.013671,0.000398,0.005938,0.007335,0.003524,79,1
0.478643,33,47421,4225,2354,0.070072,0.020987,0.055772,0.146833,0.347185,189,1
0.292075,50,49221,4226,2354,0.134442,0.014265,0.026682,0.14686,0.308335,45,1
0.247168,55,48501,4226,2355,0.146015,0.031858,0.03787,0.152028,0.313124,50,1
0.344393,63,47022,4226,2355,0.101371,0.001172,0.050888,0.151087,0.340146,88,1
0.350061,58,47148,4226,2355,0.149376,0.034115,0.035017,0.15028,0.305609,67,1
0.196839,62,49677,4226,2355,0.118901,0.017416,0.048307,0.149793,0.330058,94,1
0.260472,55,49929,4225,2354,0.169612,0.04581,0.015618,0.139421,0.263371,78,1
0.333682,62,49605,4226,2355,0.114572,0.006645,0.041479,0.149408,0.31893,106,1
0.240972,33,47700,4225,2355,0.002605,0.097983,0.077831,0.17321,0.500232,167,1
0.178783,60,48504,4226,2355,0.094316,0.008558,0.0663,0.152059,0.36043,139,1
0.315656,50,48450,4226,2354,0.103968,0.036167,0.105181,0.172983,0.412449,161,1
0.455097,51,48129,4225,2355,0.082116,0.013351,0.097789,0.166556,0.410217,162,1
0.28416,50,47991,4227,2355,0.149312,0.048912,0.062845,0.163246,0.34987,163,1
0.261368,53,47874,4224,2354,0.128086,0.0431,0.085277,0.170265,0.382519,174,1
0.443714,58,47763,4219,2354,0.081347,0.019385,0.109309,0.171273,0.428313,185,1
0.34719,52,48429,4226,2355,0.121468,0.027637,0.072605,0.166437,0.377936,161,1
0.409396,9,1689,19,4,0.095847,0.049234,0.03438,0.012232,0.010081,143,1
0.262468,11,1374,19,5,0.099853,0.070021,0.008568,0.021262,0.018975,81,1
0.553721,1,357,16,4,0.123053,0.096888,0.00047,0.026634,0.012459,67,1
0.3333,8,840,18,5,0.110185,0.074414,0.020834,0.014936,0.004151,241,1
0.310978,22,450,19,4,0.045973,0.038593,0.035782,0.04316,0.10389,74,1
0.327902,23,1506,16,5,0.044618,0.01933,0.003082,0.028369,0.065616,63,1
0.277034,23,72,19,5,0.014346,0.029086,0.036012,0.050751,0.19097,67,1
0.317799,66,27972,3783,755,0.005027,0.050614,0.085763,0.131352,0.363544,152,1
0.475993,21,1545,18,4,0.061428,0.029229,0.024053,0.008146,0.012835,42,1
0.289425,4,255,19,4,0.125798,0.064481,0.053143,0.008173,0.051685,186,1
0.244518,1,465,19,5,0.137371,0.082074,0.041955,0.013341,0.046896,181,1
0.341743,9,1944,19,5,0.092727,0.051388,0.028937,0.0124,0.019874,143,1
0.347411,4,1818,19,5,0.140732,0.084331,0.044808,0.011593,0.054411,164,1
0.194189,8,711,19,5,0.110257,0.067632,0.031518,0.011106,0.029962,137,1
0.257822,1,963,18,4,0.160968,0.096026,0.064207,0.000734,0.096649,153,1
0.331032,8,639,19,5,0.105928,0.056861,0.038346,0.010721,0.04109,125,1
0.238322,21,1266,18,5,0.011249,0.047767,0.001994,0.034523,0.140212,64,1
0.176133,6,462,19,5,0.085672,0.058774,0.013525,0.013372,0.00041,92,1
0.313006,4,516,19,4,0.095324,0.086383,0.025356,0.034296,0.052429,70,1
0.452447,3,837,18,5,0.073472,0.063567,0.017964,0.027869,0.050197,69,1
0.28151,4,975,20,5,0.140668,0.099128,0.01698,0.024559,0.01015,68,1
0.258718,1,1092,17,4,0.119442,0.093316,0.005452,0.031578,0.022499,57,1
0.441064,4,1203,12,4,0.072703,0.069601,0.029484,0.032586,0.068293,46,1
0.34454,2,537,19,5,0.112824,0.077853,0.00722,0.02775,0.017916,70,1
0.346458,0,414,14,0,0.06515,0.017746,0.038053,0.009351,0.030465,126,1
0.19953,20,99,14,1,0.069156,0.038533,0.012241,0.018381,0.001409,64,1
0.490783,8,1632,11,0,0.092356,0.0654,0.003203,0.023753,0.007925,50,1
0.270362,1,2115,13,1,0.079488,0.042926,0.024507,0.012055,0.024535,224,1
0.24804,31,825,14,0,0.015276,0.007105,0.032109,0.040279,0.083506,57,1
0.264964,32,2781,11,1,0.013921,0.012158,0.000591,0.025488,0.045232,46,1
0.214096,32,1203,14,1,0.045043,0.060574,0.032339,0.04787,0.170586,50,1
0.254861,75,29247,3788,759,0.02567,0.019126,0.089436,0.134233,0.383928,135,1
0.413055,30,2820,13,0,0.030731,0.002259,0.027726,0.005265,0.033219,25,1
0.226487,13,1020,14,0,0.095101,0.032993,0.056816,0.005292,0.072069,169,1
0.18158,8,1740,14,1,0.106674,0.050586,0.045628,0.01046,0.06728,164,1
0.278805,0,3219,14,1,0.06203,0.0199,0.03261,0.009519,0.040258,126,1
0.284473,5,3093,14,1,0.110035,0.052843,0.048481,0.008712,0.074795,147,1
0.131251,1,564,14,1,0.07956,0.036144,0.035191,0.008225,0.050346,120,1
0.194884,8,312,13,0,0.130271,0.064538,0.06788,0.002147,0.117033,136,1
0.268094,1,636,14,1,0.075231,0.025373,0.042019,0.00784,0.061474,108,1
0.175384,30,2541,13,1,0.041946,0.079255,0.005667,0.031642,0.119828,47,1
0.113195,3,1737,14,1,0.054975,0.027286,0.017198,0.010491,0.019974,75,1
0.250068,13,1791,14,0,0.064627,0.054895,0.021683,0.031415,0.032045,53,1
0.389509,12,2112,13,1,0.042775,0.032079,0.014291,0.024988,0.029813,52,1
0.218572,13,2250,15,1,0.109971,0.06764,0.020653,0.021678,0.030534,51,1
0.19578,10,2367,12,0,0.088745,0.061828,0.001779,0.028697,0.002115,40,1
0.378126,5,2478,7,0,0.042006,0.038113,0.025811,0.029705,0.047909,29,1
0.281602,11,1812,14,1,0.082127,0.046365,0.010893,0.024869,0.002468,53,1
0.388995,63,47418,3478,2713,0.100408,0.003016,0.048632,0.146024,0.351142,58,1
0.242067,43,47103,3478,2714,0.104414,0.023803,0.074444,0.155054,0.380198,120,1
0.53332,55,45372,3475,2713,0.127614,0.05067,0.083482,0.160426,0.373682,134,1
0.312899,62,44889,3477,2714,0.114746,0.028196,0.062178,0.148728,0.357072,40,1
0.290577,32,46179,3478,2713,0.050534,0.007625,0.118794,0.176952,0.465113,127,1
0.307501,31,44223,3475,2714,0.049179,0.026888,0.086094,0.162161,0.426839,138,1
0.256633,31,45801,3478,2714,0.009785,0.075304,0.119024,0.184543,0.552193,134,1
0.297398,12,17757,324,1954,0.009588,0.004396,0.002751,0.00244,0.002321,49,1
0.455592,33,44184,3477,2713,0.065989,0.016989,0.058959,0.141938,0.348388,159,1
0.269024,50,45984,3478,2713,0.130359,0.018263,0.029869,0.141965,0.309538,15,1
0.224117,55,45264,3478,2714,0.141932,0.035856,0.041057,0.147133,0.314327,20,1
0.321342,63,43785,3478,2714,0.097288,0.00517,0.054075,0.146192,0.341349,58,1
0.32701,58,43911,3478,2714,0.145293,0.038113,0.038204,0.145385,0.306812,37,1
0.173788,62,46440,3478,2714,0.114818,0.021414,0.051494,0.144898,0.331261,64,1
0.237421,55,46692,3477,2713,0.165529,0.049808,0.018805,0.134526,0.264574,48,1
0.310631,62,46368,3478,2714,0.110489,0.010643,0.044666,0.144513,0.320133,76,1
0.217921,33,44463,3477,2714,0.006688,0.093985,0.081018,0.168315,0.501435,137,1
0.155732,60,45267,3478,2714,0.090233,0.012556,0.069487,0.147164,0.361633,109,1
0.292605,50,45213,3478,2713,0.099885,0.040165,0.108368,0.168088,0.413652,131,1
0.432046,51,44892,3477,2714,0.078033,0.017349,0.100976,0.161661,0.41142,132,1
0.261109,50,44754,3479,2714,0.145229,0.05291,0.066032,0.158351,0.351073,133,1
0.238317,53,44637,3476,2713,0.124003,0.047098,0.088464,0.16537,0.383722,144,1
0.420663,58,44526,3471,2713,0.077264,0.023383,0.112496,0.166378,0.429516,155,1
0.324139,52,45192,3478,2714,0.117385,0.031635,0.075792,0.161542,0.379139,131,1
0.448808,66,27084,2959,997,0.110834,0.007494,0.046296,0.149637,0.351608,2,1
0.30188,46,26769,2959,998,0.11484,0.028281,0.072108,0.158667,0.380664,60,1
0.593133,58,25038,2956,997,0.13804,0.055148,0.081146,0.164039,0.374148,74,1
0.372712,65,24555,2958,998,0.125172,0.032674,0.059842,0.152341,0.357538,100,1
0.35039,35,25845,2959,997,0.06096,0.003147,0.116458,0.180565,0.465579,67,1
0.367314,34,23889,2956,998,0.059605,0.02241,0.083758,0.165774,0.427305,78,1
0.316446,34,25467,2959,998,0.000641,0.070826,0.116688,0.188156,0.552659,74,1
0.357211,9,2577,843,238,0.020014,0.008874,0.005087,0.006053,0.001855,11,1
0.515405,36,23850,2958,997,0.076415,0.012511,0.056623,0.145551,0.348854,99,1
0.328837,53,25650,2959,997,0.140785,0.022741,0.027533,0.145578,0.310004,45,1
0.28393,58,24930,2959,998,0.152358,0.040334,0.038721,0.150746,0.314793,40,1
0.381155,66,23451,2959,998,0.107714,0.009648,0.051739,0.149805,0.341815,2,1
0.386823,61,23577,2959,998,0.155719,0.042591,0.035868,0.148998,0.307278,23,1
0.233601,65,26106,2959,998,0.125244,0.025892,0.049158,0.148511,0.331727,4,1
0.297234,58,26358,2958,997,0.175955,0.054286,0.016469,0.138139,0.26504,12,1
0.370444,65,26034,2959,998,0.120915,0.015121,0.04233,0.148126,0.320599,16,1
0.277734,36,24129,2958,998,0.003738,0.089507,0.078682,0.171928,0.501901,77,1
0.215545,63,24933,2959,998,0.100659,0.017034,0.067151,0.150777,0.362099,49,1
0.352418,53,24879,2959,997,0.110311,0.044643,0.106032,0.171701,0.414118,71,1
0.491859,54,24558,2958,998,0.088459,0.021827,0.09864,0.165274,0.411886,72,1
0.320922,53,24420,2960,998,0.155655,0.057388,0.063696,0.161964,0.351539,73,1
0.29813,56,24303,2957,997,0.134429,0.051576,0.086128,0.168983,0.384188,84,1
0.480476,61,24192,2952,997,0.08769,0.027861,0.11016,0.169991,0.429982,95,1
0.383952,55,24858,2959,998,0.127811,0.036113,0.073456,0.165155,0.379605,71,1
0.437993,67,39003,3686,974,0.104981,0.002325,0.044519,0.151825,0.350918,2,1
0.291065,47,38688,3686,975,0.108987,0.018462,0.070331,0.160855,0.379974,60,1
0.582318,59,36957,3683,974,0.132187,0.045329,0.079369,0.166227,0.373458,74,1
0.361897,66,36474,3685,975,0.119319,0.022855,0.058065,0.154529,0.356848,100,1
0.339575,36,37764,3686,974,0.055107,0.012966,0.114681,0.182753,0.464889,67,1
0.356499,35,35808,3683,975,0.053752,0.032229,0.081981,0.167962,0.426615,78,1
0.305631,35,37386,3686,975,0.005212,0.080645,0.114911,0.190344,0.551969,74,1
0.346396,8,9342,116,215,0.014161,0.000945,0.006864,0.008241,0.002545,11,1
0.50459,37,35769,3685,974,0.070562,0.02233,0.054846,0.147739,0.348164,99,1
0.318022,54,37569,3686,974,0.134932,0.012922,0.025756,0.147766,0.309314,45,1
0.273115,59,36849,3686,975,0.146505,0.030515,0.036944,0.152934,0.314103,40,1
0.37034,67,35370,3686,975,0.101861,0.000171,0.049962,0.151993,0.341125,2,1
0.376008,62,35496,3686,975,0.149866,0.032772,0.034091,0.151186,0.306588,23,1
0.222786,66,38025,3686,975,0.119391,0.016073,0.047381,0.150699,0.331037,4,1
0.286419,59,38277,3685,974,0.170102,0.044467,0.014692,0.140327,0.26435,12,1
0.359629,66,37953,3686,975,0.115062,0.005302,0.040553,0.150314,0.319909,16,1
0.266919,37,36048,3685,975,0.002115,0.099326,0.076905,0.174116,0.501211,77,1
0.20473,64,36852,3686,975,0.094806,0.007215,0.065374,0.152965,0.361409,49,1
0.341603,54,36798,3686,974,0.104458,0.034824,0.104255,0.173889,0.413428,71,1
0.481044,55,36477,3685,975,0.082606,0.012008,0.096863,0.167462,0.411196,72,1
0.310107,54,36339,3687,975,0.149802,0.047569,0.061919,0.164152,0.350849,73,1
0.287315,57,36222,3684,974,0.128576,0.041757,0.084351,0.171171,0.383498,84,1
0.469661,62,36111,3679,974,0.081837,0.018042,0.108383,0.172179,0.429292,95,1
0.373137,56,36777,3686,975,0.121958,0.026294,0.071679,0.167343,0.378915,71,1
0.405716,3,3129,14,0,0.077747,0.046548,0.003796,0.027404,0.030629,126,1
0.258788,17,2814,14,1,0.081753,0.067335,0.022016,0.036434,0.059685,64,1
0.550041,5,1083,11,0,0.104953,0.094202,0.031054,0.041806,0.053169,50,1
0.32962,2,600,13,1,0.092085,0.071728,0.00975,0.030108,0.036559,224,1
0.307298,28,1890,14,0,0.027873,0.035907,0.066366,0.058332,0.1446,57,1
0.324222,29,66,11,1,0.026518,0.016644,0.033666,0.043541,0.106326,46,1
0.273354,29,1512,14,1,0.032446,0.031772,0.066596,0.065923,0.23168,50,1
0.314119,72,26532,3788,759,0.013073,0.047928,0.055179,0.11618,0.322834,135,1
0.472313,27,105,13,0,0.043328,0.026543,0.006531,0.023318,0.027875,25,1
0.285745,10,1695,14,0,0.107698,0.061795,0.022559,0.023345,0.010975,169,1
0.240838,5,975,14,1,0.119271,0.079388,0.011371,0.028513,0.006186,164,1
0.338063,3,504,14,1,0.074627,0.048702,0.001647,0.027572,0.020836,126,1
0.343731,2,378,14,1,0.122632,0.081645,0.014224,0.026765,0.013701,147,1
0.190509,2,2151,14,1,0.092157,0.064946,0.000934,0.026278,0.010748,120,1
0.254142,5,2403,13,0,0.142868,0.09334,0.033623,0.015906,0.055939,136,1
0.327352,2,2079,14,1,0.087828,0.054175,0.007762,0.025893,0.00038,108,1
0.234642,27,174,13,1,0.029349,0.050453,0.02859,0.049695,0.180922,47,1
0.172453,0,978,14,1,0.067572,0.056088,0.017059,0.028544,0.04112,75,1
0.309326,10,924,14,0,0.077224,0.083697,0.05594,0.049468,0.093139,53,1
0.448767,9,603,13,1,0.055372,0.060881,0.048548,0.043041,0.090907,52,1
0.27783,10,465,15,1,0.122568,0.096442,0.013604,0.039731,0.03056,51,1
0.255038,7,348,12,0,0.101342,0.09063,0.036036,0.04675,0.063209,40,1
0.437384,2,237,7,0,0.054603,0.066915,0.060068,0.047758,0.109003,29,1
0.34086,8,903,14,1,0.094724,0.075167,0.023364,0.042922,0.058626,53,1
0.455571,12,66,15,1,0.070063,0.034458,0.012515,0.02309,0.024515,144,1
0.308643,8,249,15,2,0.074069,0.055245,0.013297,0.03212,0.053571,82,1
0.599896,4,1980,12,1,0.097269,0.082112,0.022335,0.037492,0.047055,68,1
0.379475,11,2463,14,2,0.084401,0.059638,0.001031,0.025794,0.030445,242,1
0.357153,19,1173,15,1,0.020189,0.023817,0.057647,0.054018,0.138486,75,1
0.374077,20,3129,12,2,0.018834,0.004554,0.024947,0.039227,0.100212,64,1
0.323209,20,1551,15,2,0.04013,0.043862,0.057877,0.061609,0.225566,68,1
0.363974,63,29595,3787,758,0.020757,0.035838,0.063898,0.120494,0.328948,153,1
0.522168,18,3168,14,1,0.035644,0.014453,0.002188,0.019004,0.021761,43,1
0.3356,1,1368,15,1,0.100014,0.049705,0.031278,0.019031,0.017089,187,1
0.290693,4,2088,15,2,0.111587,0.067298,0.02009,0.024199,0.0123,182,1
0.387918,12,3567,15,2,0.066943,0.036612,0.007072,0.023258,0.014722,144,1
0.393586,7,3441,15,2,0.114948,0.069555,0.022943,0.022451,0.019815,165,1
0.240364,11,912,15,2,0.084473,0.052856,0.009653,0.021964,0.004634,138,1
0.303997,4,660,14,1,0.135184,0.08125,0.042342,0.011592,0.062053,154,1
0.377207,11,984,15,2,0.080144,0.042085,0.016481,0.021579,0.006494,126,1
0.284497,18,2889,14,2,0.037033,0.062543,0.019871,0.045381,0.174808,65,1
0.222308,9,2085,15,2,0.059888,0.043998,0.00834,0.02423,0.035006,93,1
0.359181,1,2139,15,1,0.06954,0.071607,0.047221,0.045154,0.087025,71,1
0.498622,0,2460,14,2,0.047688,0.048791,0.039829,0.038727,0.084793,70,1
0.327685,1,2598,16,2,0.114884,0.084352,0.004885,0.035417,0.024446,69,1
0.304893,2,2715,13,1,0.093658,0.07854,0.027317,0.042436,0.057095,58,1
0.487239,7,2826,8,1,0.046919,0.054825,0.051349,0.043444,0.102889,47,1
0.390715,1,2160,15,2,0.08704,0.063077,0.014645,0.038608,0.052512,71,1
0.414696,66,31365,2805,1919,0.093974,0.005362,0.055702,0.144314,0.355472,45,1
0.267768,46,31050,2805,1920,0.09798,0.026149,0.081514,0.153344,0.384528,107,1
0.559021,58,29319,2802,1919,0.12118,0.053016,0.090552,0.158716,0.378012,121,1
0.3386,65,28836,2804,1920,0.108312,0.030542,0.069248,0.147018,0.361402,53,1
0.316278,35,30126,2805,1919,0.0441,0.005279,0.125864,0.175242,0.469443,114,1
0.333202,34,28170,2802,1920,0.042745,0.024542,0.093164,0.160451,0.431169,125,1
0.282334,34,29748,2805,1920,0.016219,0.072958,0.126094,0.182833,0.556523,121,1
0.323099,9,1704,997,1160,0.003154,0.006742,0.004319,0.00073,0.002009,36,1
0.481293,36,28131,2804,1919,0.059555,0.014643,0.066029,0.140228,0.352718,146,1
0.294725,53,29931,2805,1919,0.123925,0.020609,0.036939,0.140255,0.313868,2,1
0.249818,58,29211,2805,1920,0.135498,0.038202,0.048127,0.145423,0.318657,7,1
0.347043,66,27732,2805,1920,0.090854,0.007516,0.061145,0.144482,0.345679,45,1
0.352711,61,27858,2805,1920,0.138859,0.040459,0.045274,0.143675,0.311142,24,1
0.199489,65,30387,2805,1920,0.108384,0.02376,0.058564,0.143188,0.335591,51,1
0.263122,58,30639,2804,1919,0.159095,0.052154,0.025875,0.132816,0.268904,35,1
0.336332,65,30315,2805,1920,0.104055,0.012989,0.051736,0.142803,0.324463,63,1
0.243622,36,28410,2804,1920,0.013122,0.091639,0.088088,0.166605,0.505765,124,1
0.181433,63,29214,2805,1920,0.083799,0.014902,0.076557,0.145454,0.365963,96,1
0.318306,53,29160,2805,1919,0.093451,0.042511,0.115438,0.166378,0.417982,118,1
0.457747,54,28839,2804,1920,0.071599,0.019695,0.108046,0.159951,0.41575,119,1
0.28681,53,28701,2806,1920,0.138795,0.055256,0.073102,0.156641,0.355403,120,1
0.264018,56,28584,2803,1919,0.117569,0.049444,0.095534,0.16366,0.388052,131,1
0.446364,61,28473,2798,1919,0.07083,0.025729,0.119566,0.164668,0.433846,142,1
0.34984,55,29139,2805,1920,0.110951,0.033981,0.082862,0.159832,0.383469,118,1
0.407741,61,37011,4338,1672,0.110334,0.005755,0.044251,0.148829,0.346368,51,1
0.260813,41,36696,4338,1673,0.11434,0.026542,0.070063,0.157859,0.375424,113,1
0.552066,53,34965,4335,1672,0.13754,0.053409,0.079101,0.163231,0.368908,127,1
0.331645,60,34482,4337,1673,0.124672,0.030935,0.057797,0.151533,0.352298,47,1
0.309323,30,35772,4338,1672,0.06046,0.004886,0.114413,0.179757,0.460339,120,1
0.326247,29,33816,4335,1673,0.059105,0.024149,0.081713,0.164966,0.422065,131,1
0.275379,29,35394,4338,1673,0.000141,0.072565,0.114643,0.187348,0.547419,127,1
0.316144,14,7350,536,913,0.019514,0.007135,0.007132,0.005245,0.007095,42,1
0.474338,31,33777,4337,1672,0.075915,0.01425,0.054578,0.144743,0.343614,152,1
0.28777,48,35577,4338,1672,0.140285,0.021002,0.025488,0.14477,0.304764,8,1
0.242863,53,34857,4338,1673,0.151858,0.038595,0.036676,0.149938,0.309553,13,1
0.340088,61,33378,4338,1673,0.107214,0.007909,0.049694,0.148997,0.336575,51,1
0.345756,56,33504,4338,1673,0.155219,0.040852,0.033823,0.14819,0.302038,30,1
0.192534,60,36033,4338,1673,0.124744,0.024153,0.047113,0.147703,0.326487,57,1
0.256167,53,36285,4337,1672,0.175455,0.052547,0.014424,0.137331,0.2598,41,1
0.329377,60,35961,4338,1673,0.120415,0.013382,0.040285,0.147318,0.315359,69,1
0.236667,31,34056,4337,1673,0.003238,0.091246,0.076637,0.17112,0.496661,130,1
0.174478,58,34860,4338,1673,0.100159,0.015295,0.065106,0.149969,0.356859,102,1
0.311351,48,34806,4338,1672,0.109811,0.042904,0.103987,0.170893,0.408878,124,1
0.450792,49,34485,4337,1673,0.087959,0.020088,0.096595,0.164466,0.406646,125,1
0.279855,48,34347,4339,1673,0.155155,0.055649,0.061651,0.161156,0.346299,126,1
0.257063,51,34230,4336,1672,0.133929,0.049837,0.084083,0.168175,0.378948,137,1
0.439409,56,34119,4331,1672,0.08719,0.026122,0.108115,0.169183,0.424742,148,1
0.342885,50,34785,4338,1673,0.127311,0.034374,0.071411,0.164347,0.374365,124,1
0.385928,6,1314,9,4,0.006313,0.016522,0.012743,0.035578,0.094208,71,1
0.239,14,999,9,5,0.010319,0.004265,0.038555,0.044608,0.123264,9,1
0.530253,2,732,6,4,0.033519,0.031132,0.047593,0.04998,0.116748,5,1
0.309832,5,1215,8,5,0.020651,0.008658,0.026289,0.038282,0.100138,169,1
